concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2128000050,Private Data Element,Measurement,DICOM,DICOM Attributes,,"(0008,0308)",19930101,20991231,
2128000051,Private Data Element Value Multiplicity,Measurement,DICOM,DICOM Attributes,,"(0008,0309)",19930101,20991231,
2128000052,Private Data Element Value Representation,Measurement,DICOM,DICOM Attributes,,"(0008,030A)",19930101,20991231,
2128000053,Private Data Element Number of Items,Measurement,DICOM,DICOM Attributes,,"(0008,030B)",19930101,20991231,
2128000054,Inventory Level,Measurement,DICOM,DICOM Attributes,,"(0008,0403)",19930101,20991231,
2128000055,Item Inventory DateTime,Measurement,DICOM,DICOM Attributes,,"(0008,0404)",19930101,20991231,
2128000056,Removed from Operational Use,Measurement,DICOM,DICOM Attributes,,"(0008,0405)",19930101,20991231,
2128000057,Container File Type,Measurement,DICOM,DICOM Attributes,,"(0008,040A)",19930101,20991231,
2128000058,File Offset in Container,Measurement,DICOM,DICOM Attributes,,"(0008,040C)",19930101,20991231,
2128000059,File Length in Container,Measurement,DICOM,DICOM Attributes,,"(0008,040D)",19930101,20991231,
2128000060,Extended Matching Mechanisms,Measurement,DICOM,DICOM Attributes,,"(0008,040F)",19930101,20991231,
2128000061,Requested Status Interval,Measurement,DICOM,DICOM Attributes,,"(0008,0414)",19930101,20991231,
2128000062,Retain Instances,Measurement,DICOM,DICOM Attributes,,"(0008,0415)",19930101,20991231,
2128000063,Expiration DateTime,Measurement,DICOM,DICOM Attributes,,"(0008,0416)",19930101,20991231,
2128000064,Transaction Status,Measurement,DICOM,DICOM Attributes,,"(0008,0417)",19930101,20991231,
2128000065,Study Update DateTime,Measurement,DICOM,DICOM Attributes,,"(0008,041F)",19930101,20991231,
2128000066,Inventory Completion Status,Measurement,DICOM,DICOM Attributes,,"(0008,0426)",19930101,20991231,
2128000067,Number of Study Records in Instance,Measurement,DICOM,DICOM Attributes,,"(0008,0427)",19930101,20991231,
2128000068,Total Number of Study Records,Measurement,DICOM,DICOM Attributes,,"(0008,0428)",19930101,20991231,
2128000069,Maximum Number of Records,Measurement,DICOM,DICOM Attributes,,"(0008,0429)",19930101,20991231,
2128000070,Referenced Frame Number,Measurement,DICOM,DICOM Attributes,,"(0008,1160)",19930101,20991231,
2128000071,Simple Frame List,Measurement,DICOM,DICOM Attributes,,"(0008,1161)",19930101,20991231,
2128000072,Calculated Frame List,Measurement,DICOM,DICOM Attributes,,"(0008,1162)",19930101,20991231,
2128000073,Time Range,Measurement,DICOM,DICOM Attributes,,"(0008,1163)",19930101,20991231,
2128000074,Warning Reason,Measurement,DICOM,DICOM Attributes,,"(0008,1196)",19930101,20991231,
2128000075,Failure Reason,Measurement,DICOM,DICOM Attributes,,"(0008,1197)",19930101,20991231,
2128000076,Lossy Image Compression (Retired),Measurement,DICOM,DICOM Attributes,,"(0008,2110)",19930101,20991231,
2128000077,Stage Number,Measurement,DICOM,DICOM Attributes,,"(0008,2122)",19930101,20991231,
2128000078,Number of Stages,Measurement,DICOM,DICOM Attributes,,"(0008,2124)",19930101,20991231,
2128000079,View Number,Measurement,DICOM,DICOM Attributes,,"(0008,2128)",19930101,20991231,
2128000080,Number of Event Timers,Measurement,DICOM,DICOM Attributes,,"(0008,2129)",19930101,20991231,
2128000081,Number of Views in Stage,Measurement,DICOM,DICOM Attributes,,"(0008,212A)",19930101,20991231,
2128000082,Event Elapsed Time(s),Measurement,DICOM,DICOM Attributes,,"(0008,2130)",19930101,20991231,
2128000083,Event Time Offset,Measurement,DICOM,DICOM Attributes,,"(0008,2134)",19930101,20991231,
2128000084,Start Trim,Measurement,DICOM,DICOM Attributes,,"(0008,2142)",19930101,20991231,
2128000085,Stop Trim,Measurement,DICOM,DICOM Attributes,,"(0008,2143)",19930101,20991231,
2128000086,Recommended Display Frame Rate,Measurement,DICOM,DICOM Attributes,,"(0008,2144)",19930101,20991231,
2128000087,Transducer Position,Measurement,DICOM,DICOM Attributes,,"(0008,2200)",19930101,20991231,
2128000088,Transducer Orientation,Measurement,DICOM,DICOM Attributes,,"(0008,2204)",19930101,20991231,
2128000089,Anatomic Structure,Measurement,DICOM,DICOM Attributes,,"(0008,2208)",19930101,20991231,
2128000090,Frame Type,Measurement,DICOM,DICOM Attributes,,"(0008,9007)",19930101,20991231,
2128000091,Pixel Presentation,Measurement,DICOM,DICOM Attributes,,"(0008,9205)",19930101,20991231,
2128000092,Volumetric Properties,Measurement,DICOM,DICOM Attributes,,"(0008,9206)",19930101,20991231,
2128000093,Volume Based Calculation Technique,Measurement,DICOM,DICOM Attributes,,"(0008,9207)",19930101,20991231,
2128000094,Complex Image Component,Measurement,DICOM,DICOM Attributes,,"(0008,9208)",19930101,20991231,
2128000095,Acquisition Contrast,Measurement,DICOM,DICOM Attributes,,"(0008,9209)",19930101,20991231,
2128000096,Recommended Display Frame Rate in Float,Measurement,DICOM,DICOM Attributes,,"(0008,9459)",19930101,20991231,
2128000097,Skip Frame Range Flag,Measurement,DICOM,DICOM Attributes,,"(0008,9460)",19930101,20991231,
2128000098,Type of Patient ID,Measurement,DICOM,DICOM Attributes,,"(0010,0022)",19930101,20991231,
2128000099,Subject Relative Position in Image,Measurement,DICOM,DICOM Attributes,,"(0010,0028)",19930101,20991231,
2128000100,Patient's Birth Date,Measurement,DICOM,DICOM Attributes,,"(0010,0030)",19930101,20991231,
2128000101,Patient's Birth Time,Measurement,DICOM,DICOM Attributes,,"(0010,0032)",19930101,20991231,
2128000102,Patient's Alternative Calendar,Measurement,DICOM,DICOM Attributes,,"(0010,0035)",19930101,20991231,
2128000103,Patient's Sex,Measurement,DICOM,DICOM Attributes,,"(0010,0040)",19930101,20991231,
2128000104,Quality Control Subject,Measurement,DICOM,DICOM Attributes,,"(0010,0200)",19930101,20991231,
2128000105,Patient's Size,Measurement,DICOM,DICOM Attributes,,"(0010,1020)",19930101,20991231,
2128000106,Patient's Body Mass Index,Measurement,DICOM,DICOM Attributes,,"(0010,1022)",19930101,20991231,
2128000107,Measured AP Dimension,Measurement,DICOM,DICOM Attributes,,"(0010,1023)",19930101,20991231,
2128000108,Measured Lateral Dimension,Measurement,DICOM,DICOM Attributes,,"(0010,1024)",19930101,20991231,
2128000109,Patient's Weight,Measurement,DICOM,DICOM Attributes,,"(0010,1030)",19930101,20991231,
2128000110,Smoking Status,Measurement,DICOM,DICOM Attributes,,"(0010,21A0)",19930101,20991231,
2128000111,Pregnancy Status,Measurement,DICOM,DICOM Attributes,,"(0010,21C0)",19930101,20991231,
2128000112,Last Menstrual Date,Measurement,DICOM,DICOM Attributes,,"(0010,21D0)",19930101,20991231,
2128000113,Patient's Sex Neutered,Measurement,DICOM,DICOM Attributes,,"(0010,2203)",19930101,20991231,
2128000114,Anatomical Orientation Type,Measurement,DICOM,DICOM Attributes,,"(0010,2210)",19930101,20991231,
2128000115,Responsible Person Role,Measurement,DICOM,DICOM Attributes,,"(0010,2298)",19930101,20991231,
2128000116,Examined Body Thickness,Measurement,DICOM,DICOM Attributes,,"(0010,9431)",19930101,20991231,
2128000117,Longitudinal Temporal Offset from Event,Measurement,DICOM,DICOM Attributes,,"(0012,0052)",19930101,20991231,
2128000118,Longitudinal Temporal Event Type,Measurement,DICOM,DICOM Attributes,,"(0012,0053)",19930101,20991231,
2128000119,Patient Identity Removed,Measurement,DICOM,DICOM Attributes,,"(0012,0062)",19930101,20991231,
2128000120,Distribution Type,Measurement,DICOM,DICOM Attributes,,"(0012,0084)",19930101,20991231,
2128000121,Consent for Distribution Flag,Measurement,DICOM,DICOM Attributes,,"(0012,0085)",19930101,20991231,
2128000122,Ethics Committee Approval Effectiveness Start Date,Measurement,DICOM,DICOM Attributes,,"(0012,0086)",19930101,20991231,
2128000123,Ethics Committee Approval Effectiveness End Date,Measurement,DICOM,DICOM Attributes,,"(0012,0087)",19930101,20991231,
2128000124,Material Thickness,Measurement,DICOM,DICOM Attributes,,"(0014,0030)",19930101,20991231,
2128000125,Material Pipe Diameter,Measurement,DICOM,DICOM Attributes,,"(0014,0032)",19930101,20991231,
2128000126,Material Isolation Diameter,Measurement,DICOM,DICOM Attributes,,"(0014,0034)",19930101,20991231,
2128000127,Component Shape,Measurement,DICOM,DICOM Attributes,,"(0014,0050)",19930101,20991231,
2128000128,Curvature Type,Measurement,DICOM,DICOM Attributes,,"(0014,0052)",19930101,20991231,
2128000129,Outer Diameter,Measurement,DICOM,DICOM Attributes,,"(0014,0054)",19930101,20991231,
2128000130,Inner Diameter,Measurement,DICOM,DICOM Attributes,,"(0014,0056)",19930101,20991231,
2128000131,Secondary Approval Status,Measurement,DICOM,DICOM Attributes,,"(0014,0101)",19930101,20991231,
2128000132,Secondary Review Date,Measurement,DICOM,DICOM Attributes,,"(0014,0102)",19930101,20991231,
2128000133,Secondary Review Time,Measurement,DICOM,DICOM Attributes,,"(0014,0103)",19930101,20991231,
2128000134,Other Approval Status,Measurement,DICOM,DICOM Attributes,,"(0014,0107)",19930101,20991231,
2128000135,Other Secondary Approval Status,Measurement,DICOM,DICOM Attributes,,"(0014,0108)",19930101,20991231,
2128000136,Data Element,Measurement,DICOM,DICOM Attributes,,"(0014,0202)",19930101,20991231,
2128000137,Data Element Conditionality,Measurement,DICOM,DICOM Attributes,,"(0014,0205)",19930101,20991231,
2128000138,Data Element Minimum Characters,Measurement,DICOM,DICOM Attributes,,"(0014,0206)",19930101,20991231,
2128000139,Data Element Maximum Characters,Measurement,DICOM,DICOM Attributes,,"(0014,0207)",19930101,20991231,
2128000140,Expiry Date,Measurement,DICOM,DICOM Attributes,,"(0014,1020)",19930101,20991231,
2128000141,Evaluator Number,Measurement,DICOM,DICOM Attributes,,"(0014,2004)",19930101,20991231,
2128000142,Evaluation Attempt,Measurement,DICOM,DICOM Attributes,,"(0014,2008)",19930101,20991231,
2128000143,Indication Number,Measurement,DICOM,DICOM Attributes,,"(0014,2014)",19930101,20991231,
2128000144,Indication Type,Measurement,DICOM,DICOM Attributes,,"(0014,201A)",19930101,20991231,
2128000145,Indication Disposition,Measurement,DICOM,DICOM Attributes,,"(0014,201C)",19930101,20991231,
2128000146,Coordinate System Number of Axes,Measurement,DICOM,DICOM Attributes,,"(0014,2202)",19930101,20991231,
2128000147,Coordinate System Data Set Mapping,Measurement,DICOM,DICOM Attributes,,"(0014,2208)",19930101,20991231,
2128000148,Coordinate System Axis Number,Measurement,DICOM,DICOM Attributes,,"(0014,220A)",19930101,20991231,
2128000149,Coordinate System Axis Type,Measurement,DICOM,DICOM Attributes,,"(0014,220C)",19930101,20991231,
2128000150,Coordinate System Axis Units,Measurement,DICOM,DICOM Attributes,,"(0014,220E)",19930101,20991231,
2128000151,Transform Number of Axes,Measurement,DICOM,DICOM Attributes,,"(0014,2224)",19930101,20991231,
2128000152,Transform Order of Axes,Measurement,DICOM,DICOM Attributes,,"(0014,2226)",19930101,20991231,
2128000153,Transformed Axis Units,Measurement,DICOM,DICOM Attributes,,"(0014,2228)",19930101,20991231,
2128000154,Coordinate System Transform Rotation and Scale Matrix,Measurement,DICOM,DICOM Attributes,,"(0014,222A)",19930101,20991231,
2128000155,Coordinate System Transform Translation Matrix,Measurement,DICOM,DICOM Attributes,,"(0014,222C)",19930101,20991231,
2128000156,Internal Detector Frame Time,Measurement,DICOM,DICOM Attributes,,"(0014,3011)",19930101,20991231,
2128000157,Number of Frames Integrated,Measurement,DICOM,DICOM Attributes,,"(0014,3012)",19930101,20991231,
2128000158,Horizontal Offset of Sensor,Measurement,DICOM,DICOM Attributes,,"(0014,3024)",19930101,20991231,
2128000159,Vertical Offset of Sensor,Measurement,DICOM,DICOM Attributes,,"(0014,3026)",19930101,20991231,
2128000160,Sensor Temperature,Measurement,DICOM,DICOM Attributes,,"(0014,3028)",19930101,20991231,
2128000161,KV Used in Gain Calibration,Measurement,DICOM,DICOM Attributes,,"(0014,3071)",19930101,20991231,
2128000162,MA Used in Gain Calibration,Measurement,DICOM,DICOM Attributes,,"(0014,3072)",19930101,20991231,
2128000163,Number of Frames Used for Integration,Measurement,DICOM,DICOM Attributes,,"(0014,3073)",19930101,20991231,
2128000164,Filter Thickness Used in Gain Calibration,Measurement,DICOM,DICOM Attributes,,"(0014,3075)",19930101,20991231,
2128000165,Date of Gain Calibration,Measurement,DICOM,DICOM Attributes,,"(0014,3076)",19930101,20991231,
2128000166,Time of Gain Calibration,Measurement,DICOM,DICOM Attributes,,"(0014,3077)",19930101,20991231,
2128000167,Pulser Type,Measurement,DICOM,DICOM Attributes,,"(0014,4004)",19930101,20991231,
2128000168,Amplifier Type,Measurement,DICOM,DICOM Attributes,,"(0014,400A)",19930101,20991231,
2128000169,Number of Elements,Measurement,DICOM,DICOM Attributes,,"(0014,4012)",19930101,20991231,
2128000170,Element Shape,Measurement,DICOM,DICOM Attributes,,"(0014,4013)",19930101,20991231,
2128000171,Element Dimension A,Measurement,DICOM,DICOM Attributes,,"(0014,4014)",19930101,20991231,
2128000172,Element Dimension B,Measurement,DICOM,DICOM Attributes,,"(0014,4015)",19930101,20991231,
2128000173,Element Pitch A,Measurement,DICOM,DICOM Attributes,,"(0014,4016)",19930101,20991231,
2128000174,Measured Beam Dimension A,Measurement,DICOM,DICOM Attributes,,"(0014,4017)",19930101,20991231,
2128000175,Measured Beam Dimension B,Measurement,DICOM,DICOM Attributes,,"(0014,4018)",19930101,20991231,
2128000176,Location of Measured Beam Diameter,Measurement,DICOM,DICOM Attributes,,"(0014,4019)",19930101,20991231,
2128000177,Nominal Frequency,Measurement,DICOM,DICOM Attributes,,"(0014,401A)",19930101,20991231,
2128000178,Measured Center Frequency,Measurement,DICOM,DICOM Attributes,,"(0014,401B)",19930101,20991231,
2128000179,Measured Bandwidth,Measurement,DICOM,DICOM Attributes,,"(0014,401C)",19930101,20991231,
2128000180,Element Pitch B,Measurement,DICOM,DICOM Attributes,,"(0014,401D)",19930101,20991231,
2128000181,Pulse Width,Measurement,DICOM,DICOM Attributes,,"(0014,4022)",19930101,20991231,
2128000182,Excitation Frequency,Measurement,DICOM,DICOM Attributes,,"(0014,4024)",19930101,20991231,
2128000183,Modulation Type,Measurement,DICOM,DICOM Attributes,,"(0014,4026)",19930101,20991231,
2128000184,Damping,Measurement,DICOM,DICOM Attributes,,"(0014,4028)",19930101,20991231,
2128000185,Acquired Soundpath Length,Measurement,DICOM,DICOM Attributes,,"(0014,4031)",19930101,20991231,
2128000186,Acquisition Compression Type,Measurement,DICOM,DICOM Attributes,,"(0014,4032)",19930101,20991231,
2128000187,Acquisition Sample Size,Measurement,DICOM,DICOM Attributes,,"(0014,4033)",19930101,20991231,
2128000188,Rectifier Smoothing,Measurement,DICOM,DICOM Attributes,,"(0014,4034)",19930101,20991231,
2128000189,DAC Type,Measurement,DICOM,DICOM Attributes,,"(0014,4036)",19930101,20991231,
2128000190,DAC Gain Points,Measurement,DICOM,DICOM Attributes,,"(0014,4038)",19930101,20991231,
2128000191,DAC Time Points,Measurement,DICOM,DICOM Attributes,,"(0014,403A)",19930101,20991231,
2128000192,DAC Amplitude,Measurement,DICOM,DICOM Attributes,,"(0014,403C)",19930101,20991231,
2128000193,Incident Angle,Measurement,DICOM,DICOM Attributes,,"(0014,4052)",19930101,20991231,
2128000194,Coupling Velocity,Measurement,DICOM,DICOM Attributes,,"(0014,4057)",19930101,20991231,
2128000195,Probe Center Location X,Measurement,DICOM,DICOM Attributes,,"(0014,4058)",19930101,20991231,
2128000196,Probe Center Location Z,Measurement,DICOM,DICOM Attributes,,"(0014,4059)",19930101,20991231,
2128000197,Sound Path Length,Measurement,DICOM,DICOM Attributes,,"(0014,405A)",19930101,20991231,
2128000198,Gate Threshold,Measurement,DICOM,DICOM Attributes,,"(0014,4062)",19930101,20991231,
2128000199,Velocity of Sound,Measurement,DICOM,DICOM Attributes,,"(0014,4064)",19930101,20991231,
2128000200,Procedure Creation Date,Measurement,DICOM,DICOM Attributes,,"(0014,4076)",19930101,20991231,
2128000201,Procedure Expiration Date,Measurement,DICOM,DICOM Attributes,,"(0014,4078)",19930101,20991231,
2128000202,Procedure Last Modified Date,Measurement,DICOM,DICOM Attributes,,"(0014,407A)",19930101,20991231,
2128000203,Calibration Time,Measurement,DICOM,DICOM Attributes,,"(0014,407C)",19930101,20991231,
2128000204,Calibration Date,Measurement,DICOM,DICOM Attributes,,"(0014,407E)",19930101,20991231,
2128000205,Drive Type,Measurement,DICOM,DICOM Attributes,,"(0014,4081)",19930101,20991231,
2128000206,Probe Inductance,Measurement,DICOM,DICOM Attributes,,"(0014,4084)",19930101,20991231,
2128000207,Probe Resistance,Measurement,DICOM,DICOM Attributes,,"(0014,4085)",19930101,20991231,
2128000208,Bridge Resistors,Measurement,DICOM,DICOM Attributes,,"(0014,4088)",19930101,20991231,
2128000209,Probe Orientation Angle,Measurement,DICOM,DICOM Attributes,,"(0014,4089)",19930101,20991231,
2128000210,User Selected Gain Y,Measurement,DICOM,DICOM Attributes,,"(0014,408B)",19930101,20991231,
2128000211,User Selected Phase,Measurement,DICOM,DICOM Attributes,,"(0014,408C)",19930101,20991231,
2128000212,User Selected Offset X,Measurement,DICOM,DICOM Attributes,,"(0014,408D)",19930101,20991231,
2128000213,User Selected Offset Y,Measurement,DICOM,DICOM Attributes,,"(0014,408E)",19930101,20991231,
2128000214,Channel Threshold,Measurement,DICOM,DICOM Attributes,,"(0014,4092)",19930101,20991231,
2128000215,Translation Rate X,Measurement,DICOM,DICOM Attributes,,"(0014,409C)",19930101,20991231,
2128000216,Translation Rate Y,Measurement,DICOM,DICOM Attributes,,"(0014,409D)",19930101,20991231,
2128000217,Channel Overlap,Measurement,DICOM,DICOM Attributes,,"(0014,409F)",19930101,20991231,
2128000218,LINAC Energy,Measurement,DICOM,DICOM Attributes,,"(0014,5002)",19930101,20991231,
2128000219,LINAC Output,Measurement,DICOM,DICOM Attributes,,"(0014,5004)",19930101,20991231,
2128000220,Active Aperture,Measurement,DICOM,DICOM Attributes,,"(0014,5100)",19930101,20991231,
2128000221,Total Aperture,Measurement,DICOM,DICOM Attributes,,"(0014,5101)",19930101,20991231,
2128000222,Aperture Elevation,Measurement,DICOM,DICOM Attributes,,"(0014,5102)",19930101,20991231,
2128000223,Main Lobe Angle,Measurement,DICOM,DICOM Attributes,,"(0014,5103)",19930101,20991231,
2128000224,Main Roof Angle,Measurement,DICOM,DICOM Attributes,,"(0014,5104)",19930101,20991231,
2128000225,Connector Type,Measurement,DICOM,DICOM Attributes,,"(0014,5105)",19930101,20991231,
2128000226,Wedge Angle Float,Measurement,DICOM,DICOM Attributes,,"(0014,5107)",19930101,20991231,
2128000227,Wedge Roof Angle,Measurement,DICOM,DICOM Attributes,,"(0014,5108)",19930101,20991231,
2128000228,Wedge Element 1 Position,Measurement,DICOM,DICOM Attributes,,"(0014,5109)",19930101,20991231,
2128000229,Wedge Material Velocity,Measurement,DICOM,DICOM Attributes,,"(0014,510A)",19930101,20991231,
2128000230,Wedge Offset Z,Measurement,DICOM,DICOM Attributes,,"(0014,510C)",19930101,20991231,
2128000231,Wedge Origin Offset X,Measurement,DICOM,DICOM Attributes,,"(0014,510D)",19930101,20991231,
2128000232,Wedge Time Delay,Measurement,DICOM,DICOM Attributes,,"(0014,510E)",19930101,20991231,
2128000233,Nominal Beam Angle,Measurement,DICOM,DICOM Attributes,,"(0014,5112)",19930101,20991231,
2128000234,Wedge Offset X,Measurement,DICOM,DICOM Attributes,,"(0014,5113)",19930101,20991231,
2128000235,Wedge Offset Y,Measurement,DICOM,DICOM Attributes,,"(0014,5114)",19930101,20991231,
2128000236,Wedge Total Length,Measurement,DICOM,DICOM Attributes,,"(0014,5115)",19930101,20991231,
2128000237,Wedge In Contact Length,Measurement,DICOM,DICOM Attributes,,"(0014,5116)",19930101,20991231,
2128000238,Wedge Front Gap,Measurement,DICOM,DICOM Attributes,,"(0014,5117)",19930101,20991231,
2128000239,Wedge Total Height,Measurement,DICOM,DICOM Attributes,,"(0014,5118)",19930101,20991231,
2128000240,Wedge Front Height,Measurement,DICOM,DICOM Attributes,,"(0014,5119)",19930101,20991231,
2128000241,Wedge Rear Height,Measurement,DICOM,DICOM Attributes,,"(0014,511A)",19930101,20991231,
2128000242,Wedge Total Width,Measurement,DICOM,DICOM Attributes,,"(0014,511B)",19930101,20991231,
2128000243,Wedge In Contact Width,Measurement,DICOM,DICOM Attributes,,"(0014,511C)",19930101,20991231,
2128000244,Wedge Chamfer Height,Measurement,DICOM,DICOM Attributes,,"(0014,511D)",19930101,20991231,
2128000245,Wedge Curve,Measurement,DICOM,DICOM Attributes,,"(0014,511E)",19930101,20991231,
2128000246,Radius Along the Wedge,Measurement,DICOM,DICOM Attributes,,"(0014,511F)",19930101,20991231,
2128000247,White Point,Measurement,DICOM,DICOM Attributes,,"(0016,0001)",19930101,20991231,
2128000248,Primary Chromaticities,Measurement,DICOM,DICOM Attributes,,"(0016,0002)",19930101,20991231,
2128000249,Exposure Time in Seconds,Measurement,DICOM,DICOM Attributes,,"(0016,0004)",19930101,20991231,
2128000250,F-Number,Measurement,DICOM,DICOM Attributes,,"(0016,0005)",19930101,20991231,
2128000251,OECF Rows,Measurement,DICOM,DICOM Attributes,,"(0016,0006)",19930101,20991231,
2128000252,OECF Columns,Measurement,DICOM,DICOM Attributes,,"(0016,0007)",19930101,20991231,
2128000253,OECF Values,Measurement,DICOM,DICOM Attributes,,"(0016,0009)",19930101,20991231,
2128000254,Spatial Frequency Response Rows,Measurement,DICOM,DICOM Attributes,,"(0016,000A)",19930101,20991231,
2128000255,Spatial Frequency Response Columns,Measurement,DICOM,DICOM Attributes,,"(0016,000B)",19930101,20991231,
2128000256,Spatial Frequency Response Values,Measurement,DICOM,DICOM Attributes,,"(0016,000D)",19930101,20991231,
2128000257,Color Filter Array Pattern Rows,Measurement,DICOM,DICOM Attributes,,"(0016,000E)",19930101,20991231,
2128000258,Color Filter Array Pattern Columns,Measurement,DICOM,DICOM Attributes,,"(0016,000F)",19930101,20991231,
2128000259,Color Filter Array Pattern Values,Measurement,DICOM,DICOM Attributes,,"(0016,0010)",19930101,20991231,
2128000260,Flash Firing Status,Measurement,DICOM,DICOM Attributes,,"(0016,0011)",19930101,20991231,
2128000261,Flash Return Status,Measurement,DICOM,DICOM Attributes,,"(0016,0012)",19930101,20991231,
2128000262,Flash Mode,Measurement,DICOM,DICOM Attributes,,"(0016,0013)",19930101,20991231,
2128000263,Flash Function Present,Measurement,DICOM,DICOM Attributes,,"(0016,0014)",19930101,20991231,
2128000264,Flash Red Eye Mode,Measurement,DICOM,DICOM Attributes,,"(0016,0015)",19930101,20991231,
2128000265,Exposure Program,Measurement,DICOM,DICOM Attributes,,"(0016,0016)",19930101,20991231,
2128000266,Photographic Sensitivity,Measurement,DICOM,DICOM Attributes,,"(0016,0018)",19930101,20991231,
2128000267,Self Timer Mode,Measurement,DICOM,DICOM Attributes,,"(0016,0019)",19930101,20991231,
2128000268,Sensitivity Type,Measurement,DICOM,DICOM Attributes,,"(0016,001A)",19930101,20991231,
2128000269,Standard Output Sensitivity,Measurement,DICOM,DICOM Attributes,,"(0016,001B)",19930101,20991231,
2128000270,Recommended Exposure Index,Measurement,DICOM,DICOM Attributes,,"(0016,001C)",19930101,20991231,
2128000271,ISO Speed​,Measurement,DICOM,DICOM Attributes,,"(0016,001D)",19930101,20991231,
2128000272,ISO Speed​​ Latitude yyy,Measurement,DICOM,DICOM Attributes,,"(0016,001E)",19930101,20991231,
