,concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
66,2128100067,Coding Scheme URL Type,Measurement,DICOM,DICOM Attributes,,0008010A,19930101,20991231,
67,2128100068,Context Group Extension Flag,Measurement,DICOM,DICOM Attributes,,0008010B,19930101,20991231,
68,2128100069,Coding Scheme UID,Measurement,DICOM,DICOM Attributes,,0008010C,19930101,20991231,
69,2128100070,Context Group Extension Creator UID,Measurement,DICOM,DICOM Attributes,,0008010D,19930101,20991231,
70,2128100071,Coding Scheme URL,Measurement,DICOM,DICOM Attributes,,0008010E,19930101,20991231,
71,2128100072,Context Identifier,Measurement,DICOM,DICOM Attributes,,0008010F,19930101,20991231,
72,2128100073,Coding Scheme Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080110,19930101,20991231,
73,2128100074,Coding Scheme Registry,Measurement,DICOM,DICOM Attributes,,00080112,19930101,20991231,
74,2128100075,Coding Scheme External ID,Measurement,DICOM,DICOM Attributes,,00080114,19930101,20991231,
75,2128100076,Coding Scheme Name,Measurement,DICOM,DICOM Attributes,,00080115,19930101,20991231,
76,2128100077,Coding Scheme Responsible Organization,Measurement,DICOM,DICOM Attributes,,00080116,19930101,20991231,
77,2128100078,Context UID,Measurement,DICOM,DICOM Attributes,,00080117,19930101,20991231,
78,2128100079,Mapping Resource UID,Measurement,DICOM,DICOM Attributes,,00080118,19930101,20991231,
79,2128100080,Long Code Value,Measurement,DICOM,DICOM Attributes,,00080119,19930101,20991231,
80,2128100081,URN Code Value,Measurement,DICOM,DICOM Attributes,,00080120,19930101,20991231,
81,2128100082,Equivalent Code Sequence,Measurement,DICOM,DICOM Attributes,,00080121,19930101,20991231,
82,2128100083,Mapping Resource Name,Measurement,DICOM,DICOM Attributes,,00080122,19930101,20991231,
83,2128100084,Context Group Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080123,19930101,20991231,
84,2128100085,Mapping Resource Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080124,19930101,20991231,
85,2128100086,Timezone Offset From UTC,Measurement,DICOM,DICOM Attributes,,00080201,19930101,20991231,
86,2128100087,Responsible Group Code Sequence,Measurement,DICOM,DICOM Attributes,,00080220,19930101,20991231,
87,2128100088,Equipment Modality,Measurement,DICOM,DICOM Attributes,,00080221,19930101,20991231,
88,2128100089,Manufacturer's Related Model Group,Measurement,DICOM,DICOM Attributes,,00080222,19930101,20991231,
89,2128100090,Private Data Element Characteristics Sequence,Measurement,DICOM,DICOM Attributes,,00080300,19930101,20991231,
90,2128100091,Private Group Reference,Measurement,DICOM,DICOM Attributes,,00080301,19930101,20991231,
91,2128100092,Private Creator Reference,Measurement,DICOM,DICOM Attributes,,00080302,19930101,20991231,
92,2128100093,Block Identifying Information Status,Measurement,DICOM,DICOM Attributes,,00080303,19930101,20991231,
93,2128100094,Nonidentifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080304,19930101,20991231,
94,2128100095,Identifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080306,19930101,20991231,
95,2128100096,Deidentification Action Sequence,Measurement,DICOM,DICOM Attributes,,00080305,19930101,20991231,
96,2128100097,Deidentification Action,Measurement,DICOM,DICOM Attributes,,00080307,19930101,20991231,
97,2128100098,Private Data Element,Measurement,DICOM,DICOM Attributes,,00080308,19930101,20991231,
98,2128100099,Private Data Element Value Multiplicity,Measurement,DICOM,DICOM Attributes,,00080309,19930101,20991231,
99,2128100100,Private Data Element Value Representation,Measurement,DICOM,DICOM Attributes,,0008030A,19930101,20991231,
100,2128100101,Private Data Element Number of Items,Measurement,DICOM,DICOM Attributes,,0008030B,19930101,20991231,
101,2128100102,Private Data Element Name,Measurement,DICOM,DICOM Attributes,,0008030C,19930101,20991231,
102,2128100103,Private Data Element Keyword,Measurement,DICOM,DICOM Attributes,,0008030D,19930101,20991231,
103,2128100104,Private Data Element Description,Measurement,DICOM,DICOM Attributes,,0008030E,19930101,20991231,
104,2128100105,Private Data Element Encoding,Measurement,DICOM,DICOM Attributes,,0008030F,19930101,20991231,
105,2128100106,Private Data Element Definition Sequence,Measurement,DICOM,DICOM Attributes,,00080310,19930101,20991231,
106,2128100107,Scope of Inventory Sequence,Measurement,DICOM,DICOM Attributes,,00080400,19930101,20991231,
107,2128100108,Inventory Purpose,Measurement,DICOM,DICOM Attributes,,00080401,19930101,20991231,
108,2128100109,Inventory Instance Description,Measurement,DICOM,DICOM Attributes,,00080402,19930101,20991231,
109,2128100110,Inventory Level,Measurement,DICOM,DICOM Attributes,,00080403,19930101,20991231,
110,2128100111,Item Inventory DateTime,Measurement,DICOM,DICOM Attributes,,00080404,19930101,20991231,
111,2128100112,Removed from Operational Use,Measurement,DICOM,DICOM Attributes,,00080405,19930101,20991231,
112,2128100113,Reason for Removal Code Sequence,Measurement,DICOM,DICOM Attributes,,00080406,19930101,20991231,
113,2128100114,Stored Instance Base URI,Measurement,DICOM,DICOM Attributes,,00080407,19930101,20991231,
114,2128100115,Folder Access URI,Measurement,DICOM,DICOM Attributes,,00080408,19930101,20991231,
115,2128100116,File Access URI,Measurement,DICOM,DICOM Attributes,,00080409,19930101,20991231,
116,2128100117,Container File Type,Measurement,DICOM,DICOM Attributes,,0008040A,19930101,20991231,
117,2128100118,Filename in Container,Measurement,DICOM,DICOM Attributes,,0008040B,19930101,20991231,
118,2128100119,File Offset in Container,Measurement,DICOM,DICOM Attributes,,0008040C,19930101,20991231,
119,2128100120,File Length in Container,Measurement,DICOM,DICOM Attributes,,0008040D,19930101,20991231,
120,2128100121,Stored Instance Transfer Syntax UID,Measurement,DICOM,DICOM Attributes,,0008040E,19930101,20991231,
121,2128100122,Extended Matching Mechanisms,Measurement,DICOM,DICOM Attributes,,0008040F,19930101,20991231,
122,2128100123,Range Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080410,19930101,20991231,
123,2128100124,List of UID Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080411,19930101,20991231,
124,2128100125,Empty Value Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080412,19930101,20991231,
125,2128100126,General Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080413,19930101,20991231,
126,2128100127,Requested Status Interval,Measurement,DICOM,DICOM Attributes,,00080414,19930101,20991231,
127,2128100128,Retain Instances,Measurement,DICOM,DICOM Attributes,,00080415,19930101,20991231,
128,2128100129,Expiration DateTime,Measurement,DICOM,DICOM Attributes,,00080416,19930101,20991231,
129,2128100130,Transaction Status,Measurement,DICOM,DICOM Attributes,,00080417,19930101,20991231,
130,2128100131,Transaction Status Comment,Measurement,DICOM,DICOM Attributes,,00080418,19930101,20991231,
131,2128100132,File Set Access Sequence,Measurement,DICOM,DICOM Attributes,,00080419,19930101,20991231,
132,2128100133,File Access Sequence,Measurement,DICOM,DICOM Attributes,,0008041A,19930101,20991231,
133,2128100134,Record Key,Measurement,DICOM,DICOM Attributes,,0008041B,19930101,20991231,
134,2128100135,Prior Record Key,Measurement,DICOM,DICOM Attributes,,0008041C,19930101,20991231,
135,2128100136,Metadata Sequence,Measurement,DICOM,DICOM Attributes,,0008041D,19930101,20991231,
136,2128100137,Updated Metadata Sequence,Measurement,DICOM,DICOM Attributes,,0008041E,19930101,20991231,
137,2128100138,Study Update DateTime,Measurement,DICOM,DICOM Attributes,,0008041F,19930101,20991231,
138,2128100139,Inventory Access End Points Sequence,Measurement,DICOM,DICOM Attributes,,00080420,19930101,20991231,
139,2128100140,Study Access End Points Sequence,Measurement,DICOM,DICOM Attributes,,00080421,19930101,20991231,
140,2128100141,Incorporated Inventory Instance Sequence,Measurement,DICOM,DICOM Attributes,,00080422,19930101,20991231,
141,2128100142,Inventoried Studies Sequence,Measurement,DICOM,DICOM Attributes,,00080423,19930101,20991231,
142,2128100143,Inventoried Series Sequence,Measurement,DICOM,DICOM Attributes,,00080424,19930101,20991231,
143,2128100144,Inventoried Instances Sequence,Measurement,DICOM,DICOM Attributes,,00080425,19930101,20991231,
144,2128100145,Inventory Completion Status,Measurement,DICOM,DICOM Attributes,,00080426,19930101,20991231,
145,2128100146,Number of Study Records in Instance,Measurement,DICOM,DICOM Attributes,,00080427,19930101,20991231,
146,2128100147,Total Number of Study Records,Measurement,DICOM,DICOM Attributes,,00080428,19930101,20991231,
147,2128100148,Maximum Number of Records,Measurement,DICOM,DICOM Attributes,,00080429,19930101,20991231,
148,2128100149,Network ID,Measurement,DICOM,DICOM Attributes,,00081000,19930101,20991231,
149,2128100150,Station Name,Measurement,DICOM,DICOM Attributes,,00081010,19930101,20991231,
150,2128100151,Study Description,Measurement,DICOM,DICOM Attributes,,00081030,19930101,20991231,
151,2128100152,Procedure Code Sequence,Measurement,DICOM,DICOM Attributes,,00081032,19930101,20991231,
152,2128100153,Series Description,Measurement,DICOM,DICOM Attributes,,0008103E,19930101,20991231,
153,2128100154,Series Description Code Sequence,Measurement,DICOM,DICOM Attributes,,0008103F,19930101,20991231,
154,2128100155,Institutional Department Name,Measurement,DICOM,DICOM Attributes,,00081040,19930101,20991231,
155,2128100156,Institutional Department Type Code Sequence,Measurement,DICOM,DICOM Attributes,,00081041,19930101,20991231,
156,2128100157,Physician(s) of Record,Measurement,DICOM,DICOM Attributes,,00081048,19930101,20991231,
157,2128100158,Physician(s) of Record Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081049,19930101,20991231,
158,2128100159,Performing Physician's Name,Measurement,DICOM,DICOM Attributes,,00081050,19930101,20991231,
159,2128100160,Performing Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081052,19930101,20991231,
160,2128100161,Name of Physician(s) Reading Study,Measurement,DICOM,DICOM Attributes,,00081060,19930101,20991231,
161,2128100162,Physician(s) Reading Study Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081062,19930101,20991231,
162,2128100163,Operators' Name,Measurement,DICOM,DICOM Attributes,,00081070,19930101,20991231,
163,2128100164,Operator Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081072,19930101,20991231,
164,2128100165,Admitting Diagnoses Description,Measurement,DICOM,DICOM Attributes,,00081080,19930101,20991231,
165,2128100166,Admitting Diagnoses Code Sequence,Measurement,DICOM,DICOM Attributes,,00081084,19930101,20991231,
166,2128100167,Pyramid Description,Measurement,DICOM,DICOM Attributes,,00081088,19930101,20991231,
167,2128100168,Manufacturer's Model Name,Measurement,DICOM,DICOM Attributes,,00081090,19930101,20991231,
168,2128100169,Referenced Results Sequence,Measurement,DICOM,DICOM Attributes,,00081100,19930101,20991231,
169,2128100170,Referenced Study Sequence,Measurement,DICOM,DICOM Attributes,,00081110,19930101,20991231,
170,2128100171,Referenced Performed Procedure Step Sequence,Measurement,DICOM,DICOM Attributes,,00081111,19930101,20991231,
171,2128100172,Referenced Instances by SOP Class Sequence,Measurement,DICOM,DICOM Attributes,,00081112,19930101,20991231,
172,2128100173,Referenced Series Sequence,Measurement,DICOM,DICOM Attributes,,00081115,19930101,20991231,
173,2128100174,Referenced Patient Sequence,Measurement,DICOM,DICOM Attributes,,00081120,19930101,20991231,
174,2128100175,Referenced Visit Sequence,Measurement,DICOM,DICOM Attributes,,00081125,19930101,20991231,
175,2128100176,Referenced Overlay Sequence,Measurement,DICOM,DICOM Attributes,,00081130,19930101,20991231,
176,2128100177,Referenced Stereometric Instance Sequence,Measurement,DICOM,DICOM Attributes,,00081134,19930101,20991231,
177,2128100178,Referenced Waveform Sequence,Measurement,DICOM,DICOM Attributes,,0008113A,19930101,20991231,
178,2128100179,Referenced Image Sequence,Measurement,DICOM,DICOM Attributes,,00081140,19930101,20991231,
179,2128100180,Referenced Curve Sequence,Measurement,DICOM,DICOM Attributes,,00081145,19930101,20991231,
180,2128100181,Referenced Instance Sequence,Measurement,DICOM,DICOM Attributes,,0008114A,19930101,20991231,
181,2128100182,Referenced Real World Value Mapping Instance Sequence,Measurement,DICOM,DICOM Attributes,,0008114B,19930101,20991231,
182,2128100183,Referenced Segmentation Sequence,Measurement,DICOM,DICOM Attributes,,0008114C,19930101,20991231,
183,2128100184,Referenced SOP Class UID,Measurement,DICOM,DICOM Attributes,,00081150,19930101,20991231,
184,2128100185,Referenced SOP Instance UID,Measurement,DICOM,DICOM Attributes,,00081155,19930101,20991231,
185,2128100186,Definition Source Sequence,Measurement,DICOM,DICOM Attributes,,00081156,19930101,20991231,
186,2128100187,SOP Classes Supported,Measurement,DICOM,DICOM Attributes,,0008115A,19930101,20991231,
187,2128100188,Referenced Frame Number,Measurement,DICOM,DICOM Attributes,,00081160,19930101,20991231,
188,2128100189,Simple Frame List,Measurement,DICOM,DICOM Attributes,,00081161,19930101,20991231,
189,2128100190,Calculated Frame List,Measurement,DICOM,DICOM Attributes,,00081162,19930101,20991231,
190,2128100191,Time Range,Measurement,DICOM,DICOM Attributes,,00081163,19930101,20991231,
191,2128100192,Frame Extraction Sequence,Measurement,DICOM,DICOM Attributes,,00081164,19930101,20991231,
192,2128100193,Multi-frame Source SOP Instance UID,Measurement,DICOM,DICOM Attributes,,00081167,19930101,20991231,
193,2128100194,Retrieve URL,Measurement,DICOM,DICOM Attributes,,00081190,19930101,20991231,
194,2128100195,Transaction UID,Measurement,DICOM,DICOM Attributes,,00081195,19930101,20991231,
195,2128100196,Warning Reason,Measurement,DICOM,DICOM Attributes,,00081196,19930101,20991231,
196,2128100197,Failure Reason,Measurement,DICOM,DICOM Attributes,,00081197,19930101,20991231,
197,2128100198,Failed SOP Sequence,Measurement,DICOM,DICOM Attributes,,00081198,19930101,20991231,
198,2128100199,Referenced SOP Sequence,Measurement,DICOM,DICOM Attributes,,00081199,19930101,20991231,
199,2128100200,Other Failures Sequence,Measurement,DICOM,DICOM Attributes,,0008119A,19930101,20991231,
200,2128100201,Failed Study Sequence,Measurement,DICOM,DICOM Attributes,,0008119B,19930101,20991231,
201,2128100202,Studies Containing Other Referenced Instances Sequence,Measurement,DICOM,DICOM Attributes,,00081200,19930101,20991231,
202,2128100203,Related Series Sequence,Measurement,DICOM,DICOM Attributes,,00081250,19930101,20991231,
203,2128100204,Lossy Image Compression (Retired),Measurement,DICOM,DICOM Attributes,,00082110,19930101,20991231,
204,2128100205,Derivation Description,Measurement,DICOM,DICOM Attributes,,00082111,19930101,20991231,
205,2128100206,Source Image Sequence,Measurement,DICOM,DICOM Attributes,,00082112,19930101,20991231,
206,2128100207,Stage Name,Measurement,DICOM,DICOM Attributes,,00082120,19930101,20991231,
207,2128100208,Stage Number,Measurement,DICOM,DICOM Attributes,,00082122,19930101,20991231,
208,2128100209,Number of Stages,Measurement,DICOM,DICOM Attributes,,00082124,19930101,20991231,
209,2128100210,View Name,Measurement,DICOM,DICOM Attributes,,00082127,19930101,20991231,
210,2128100211,View Number,Measurement,DICOM,DICOM Attributes,,00082128,19930101,20991231,
211,2128100212,Number of Event Timers,Measurement,DICOM,DICOM Attributes,,00082129,19930101,20991231,
212,2128100213,Number of Views in Stage,Measurement,DICOM,DICOM Attributes,,0008212A,19930101,20991231,
213,2128100214,Event Elapsed Time(s),Measurement,DICOM,DICOM Attributes,,00082130,19930101,20991231,
214,2128100215,Event Timer Name(s),Measurement,DICOM,DICOM Attributes,,00082132,19930101,20991231,
215,2128100216,Event Timer Sequence,Measurement,DICOM,DICOM Attributes,,00082133,19930101,20991231,
216,2128100217,Event Time Offset,Measurement,DICOM,DICOM Attributes,,00082134,19930101,20991231,
217,2128100218,Event Code Sequence,Measurement,DICOM,DICOM Attributes,,00082135,19930101,20991231,
218,2128100219,Start Trim,Measurement,DICOM,DICOM Attributes,,00082142,19930101,20991231,
219,2128100220,Stop Trim,Measurement,DICOM,DICOM Attributes,,00082143,19930101,20991231,
220,2128100221,Recommended Display Frame Rate,Measurement,DICOM,DICOM Attributes,,00082144,19930101,20991231,
221,2128100222,Transducer Position,Measurement,DICOM,DICOM Attributes,,00082200,19930101,20991231,
222,2128100223,Transducer Orientation,Measurement,DICOM,DICOM Attributes,,00082204,19930101,20991231,
223,2128100224,Anatomic Structure,Measurement,DICOM,DICOM Attributes,,00082208,19930101,20991231,
224,2128100225,Anatomic Region Sequence,Measurement,DICOM,DICOM Attributes,,00082218,19930101,20991231,
225,2128100226,Anatomic Region Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082220,19930101,20991231,
226,2128100227,Primary Anatomic Structure Sequence,Measurement,DICOM,DICOM Attributes,,00082228,19930101,20991231,
227,2128100228,"Anatomic Structure, Space or Region Sequence",Measurement,DICOM,DICOM Attributes,,00082229,19930101,20991231,
228,2128100229,Primary Anatomic Structure Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082230,19930101,20991231,
229,2128100230,Transducer Position Sequence,Measurement,DICOM,DICOM Attributes,,00082240,19930101,20991231,
230,2128100231,Transducer Position Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082242,19930101,20991231,
231,2128100232,Transducer Orientation Sequence,Measurement,DICOM,DICOM Attributes,,00082244,19930101,20991231,
232,2128100233,Transducer Orientation Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082246,19930101,20991231,
233,2128100234,Anatomic Structure Space Or Region Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082251,19930101,20991231,
234,2128100235,Anatomic Portal Of Entrance Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082253,19930101,20991231,
235,2128100236,Anatomic Approach Direction Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082255,19930101,20991231,
236,2128100237,Anatomic Perspective Description (Trial),Measurement,DICOM,DICOM Attributes,,00082256,19930101,20991231,
237,2128100238,Anatomic Perspective Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082257,19930101,20991231,
238,2128100239,Anatomic Location Of Examining Instrument Description (Trial),Measurement,DICOM,DICOM Attributes,,00082258,19930101,20991231,
239,2128100240,Anatomic Location Of Examining Instrument Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082259,19930101,20991231,
240,2128100241,Anatomic Structure Space Or Region Modifier Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,0008225A,19930101,20991231,
241,2128100242,On Axis Background Anatomic Structure Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,0008225C,19930101,20991231,
242,2128100243,Alternate Representation Sequence,Measurement,DICOM,DICOM Attributes,,00083001,19930101,20991231,
243,2128100244,Available Transfer Syntax UID,Measurement,DICOM,DICOM Attributes,,00083002,19930101,20991231,
244,2128100245,Irradiation Event UID,Measurement,DICOM,DICOM Attributes,,00083010,19930101,20991231,
245,2128100246,Source Irradiation Event Sequence,Measurement,DICOM,DICOM Attributes,,00083011,19930101,20991231,
246,2128100247,Radiopharmaceutical Administration Event UID,Measurement,DICOM,DICOM Attributes,,00083012,19930101,20991231,
247,2128100248,Identifying Comments,Measurement,DICOM,DICOM Attributes,,00084000,19930101,20991231,
248,2128100249,Frame Type,Measurement,DICOM,DICOM Attributes,,00089007,19930101,20991231,
249,2128100250,Referenced Image Evidence Sequence,Measurement,DICOM,DICOM Attributes,,00089092,19930101,20991231,
250,2128100251,Referenced Raw Data Sequence,Measurement,DICOM,DICOM Attributes,,00089121,19930101,20991231,
251,2128100252,Creator-Version UID,Measurement,DICOM,DICOM Attributes,,00089123,19930101,20991231,
252,2128100253,Derivation Image Sequence,Measurement,DICOM,DICOM Attributes,,00089124,19930101,20991231,
253,2128100254,Source Image Evidence Sequence,Measurement,DICOM,DICOM Attributes,,00089154,19930101,20991231,
254,2128100255,Pixel Presentation,Measurement,DICOM,DICOM Attributes,,00089205,19930101,20991231,
255,2128100256,Volumetric Properties,Measurement,DICOM,DICOM Attributes,,00089206,19930101,20991231,
256,2128100257,Volume Based Calculation Technique,Measurement,DICOM,DICOM Attributes,,00089207,19930101,20991231,
257,2128100258,Complex Image Component,Measurement,DICOM,DICOM Attributes,,00089208,19930101,20991231,
258,2128100259,Acquisition Contrast,Measurement,DICOM,DICOM Attributes,,00089209,19930101,20991231,
259,2128100260,Derivation Code Sequence,Measurement,DICOM,DICOM Attributes,,00089215,19930101,20991231,
260,2128100261,Referenced Presentation State Sequence,Measurement,DICOM,DICOM Attributes,,00089237,19930101,20991231,
261,2128100262,Referenced Other Plane Sequence,Measurement,DICOM,DICOM Attributes,,00089410,19930101,20991231,
262,2128100263,Frame Display Sequence,Measurement,DICOM,DICOM Attributes,,00089458,19930101,20991231,
263,2128100264,Recommended Display Frame Rate in Float,Measurement,DICOM,DICOM Attributes,,00089459,19930101,20991231,
264,2128100265,Skip Frame Range Flag,Measurement,DICOM,DICOM Attributes,,00089460,19930101,20991231,
265,2128100266,Patient's Name,Measurement,DICOM,DICOM Attributes,,00100010,19930101,20991231,
266,2128100267,Patient ID,Measurement,DICOM,DICOM Attributes,,00100020,19930101,20991231,
267,2128100268,Issuer of Patient ID,Measurement,DICOM,DICOM Attributes,,00100021,19930101,20991231,
268,2128100269,Type of Patient ID,Measurement,DICOM,DICOM Attributes,,00100022,19930101,20991231,
269,2128100270,Issuer of Patient ID Qualifiers Sequence,Measurement,DICOM,DICOM Attributes,,00100024,19930101,20991231,
270,2128100271,Source Patient Group Identification Sequence,Measurement,DICOM,DICOM Attributes,,00100026,19930101,20991231,
