concept_id,concept_name,domain_id,vocabulary_id,concept_class_id,standard_concept,concept_code,valid_start_date,valid_end_date,invalid_reason
2128000054,Conversion Type,Measurement,DICOM,DICOM Attributes,,00080064,19930101,20991231,
2128000055,Presentation Intent Type,Measurement,DICOM,DICOM Attributes,,00080068,19930101,20991231,
2128000056,Manufacturer,Measurement,DICOM,DICOM Attributes,,00080070,19930101,20991231,
2128000057,Institution Name,Measurement,DICOM,DICOM Attributes,,00080080,19930101,20991231,
2128000058,Institution Address,Measurement,DICOM,DICOM Attributes,,00080081,19930101,20991231,
2128000059,Institution Code Sequence,Measurement,DICOM,DICOM Attributes,,00080082,19930101,20991231,
2128000060,Referring Physician's Name,Measurement,DICOM,DICOM Attributes,,00080090,19930101,20991231,
2128000061,Referring Physician's Address,Measurement,DICOM,DICOM Attributes,,00080092,19930101,20991231,
2128000062,Referring Physician's Telephone Numbers,Measurement,DICOM,DICOM Attributes,,00080094,19930101,20991231,
2128000063,Referring Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080096,19930101,20991231,
2128000064,Consulting Physician's Name,Measurement,DICOM,DICOM Attributes,,0008009C,19930101,20991231,
2128000065,Consulting Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,0008009D,19930101,20991231,
2128000066,Code Value,Measurement,DICOM,DICOM Attributes,,00080100,19930101,20991231,
2128000067,Extended Code Value,Measurement,DICOM,DICOM Attributes,,00080101,19930101,20991231,
2128000068,Coding Scheme Designator,Measurement,DICOM,DICOM Attributes,,00080102,19930101,20991231,
2128000069,Coding Scheme Version,Measurement,DICOM,DICOM Attributes,,00080103,19930101,20991231,
2128000070,Code Meaning,Measurement,DICOM,DICOM Attributes,,00080104,19930101,20991231,
2128000071,Mapping Resource,Measurement,DICOM,DICOM Attributes,,00080105,19930101,20991231,
2128000072,Context Group Version,Measurement,DICOM,DICOM Attributes,,00080106,19930101,20991231,
2128000073,Context Group Local Version,Measurement,DICOM,DICOM Attributes,,00080107,19930101,20991231,
2128000074,Extended Code Meaning,Measurement,DICOM,DICOM Attributes,,00080108,19930101,20991231,
2128000075,Coding Scheme Resources Sequence,Measurement,DICOM,DICOM Attributes,,00080109,19930101,20991231,
2128000076,Coding Scheme URL Type,Measurement,DICOM,DICOM Attributes,,0008010A,19930101,20991231,
2128000077,Context Group Extension Flag,Measurement,DICOM,DICOM Attributes,,0008010B,19930101,20991231,
2128000078,Coding Scheme UID,Measurement,DICOM,DICOM Attributes,,0008010C,19930101,20991231,
2128000079,Context Group Extension Creator UID,Measurement,DICOM,DICOM Attributes,,0008010D,19930101,20991231,
2128000080,Coding Scheme URL,Measurement,DICOM,DICOM Attributes,,0008010E,19930101,20991231,
2128000081,Context Identifier,Measurement,DICOM,DICOM Attributes,,0008010F,19930101,20991231,
2128000082,Coding Scheme Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080110,19930101,20991231,
2128000083,Coding Scheme Registry,Measurement,DICOM,DICOM Attributes,,00080112,19930101,20991231,
2128000084,Coding Scheme External ID,Measurement,DICOM,DICOM Attributes,,00080114,19930101,20991231,
2128000085,Coding Scheme Name,Measurement,DICOM,DICOM Attributes,,00080115,19930101,20991231,
2128000086,Coding Scheme Responsible Organization,Measurement,DICOM,DICOM Attributes,,00080116,19930101,20991231,
2128000087,Context UID,Measurement,DICOM,DICOM Attributes,,00080117,19930101,20991231,
2128000088,Mapping Resource UID,Measurement,DICOM,DICOM Attributes,,00080118,19930101,20991231,
2128000089,Long Code Value,Measurement,DICOM,DICOM Attributes,,00080119,19930101,20991231,
2128000090,URN Code Value,Measurement,DICOM,DICOM Attributes,,00080120,19930101,20991231,
2128000091,Equivalent Code Sequence,Measurement,DICOM,DICOM Attributes,,00080121,19930101,20991231,
2128000092,Mapping Resource Name,Measurement,DICOM,DICOM Attributes,,00080122,19930101,20991231,
2128000093,Context Group Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080123,19930101,20991231,
2128000094,Mapping Resource Identification Sequence,Measurement,DICOM,DICOM Attributes,,00080124,19930101,20991231,
2128000095,Timezone Offset From UTC,Measurement,DICOM,DICOM Attributes,,00080201,19930101,20991231,
2128000096,Responsible Group Code Sequence,Measurement,DICOM,DICOM Attributes,,00080220,19930101,20991231,
2128000097,Equipment Modality,Measurement,DICOM,DICOM Attributes,,00080221,19930101,20991231,
2128000098,Manufacturer's Related Model Group,Measurement,DICOM,DICOM Attributes,,00080222,19930101,20991231,
2128000099,Private Data Element Characteristics Sequence,Measurement,DICOM,DICOM Attributes,,00080300,19930101,20991231,
2128000100,Private Group Reference,Measurement,DICOM,DICOM Attributes,,00080301,19930101,20991231,
2128000101,Private Creator Reference,Measurement,DICOM,DICOM Attributes,,00080302,19930101,20991231,
2128000102,Block Identifying Information Status,Measurement,DICOM,DICOM Attributes,,00080303,19930101,20991231,
2128000103,Nonidentifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080304,19930101,20991231,
2128000104,Identifying Private Elements,Measurement,DICOM,DICOM Attributes,,00080306,19930101,20991231,
2128000105,Deidentification Action Sequence,Measurement,DICOM,DICOM Attributes,,00080305,19930101,20991231,
2128000106,Deidentification Action,Measurement,DICOM,DICOM Attributes,,00080307,19930101,20991231,
2128000107,Private Data Element,Measurement,DICOM,DICOM Attributes,,00080308,19930101,20991231,
2128000108,Private Data Element Value Multiplicity,Measurement,DICOM,DICOM Attributes,,00080309,19930101,20991231,
2128000109,Private Data Element Value Representation,Measurement,DICOM,DICOM Attributes,,0008030A,19930101,20991231,
2128000110,Private Data Element Number of Items,Measurement,DICOM,DICOM Attributes,,0008030B,19930101,20991231,
2128000111,Private Data Element Name,Measurement,DICOM,DICOM Attributes,,0008030C,19930101,20991231,
2128000112,Private Data Element Keyword,Measurement,DICOM,DICOM Attributes,,0008030D,19930101,20991231,
2128000113,Private Data Element Description,Measurement,DICOM,DICOM Attributes,,0008030E,19930101,20991231,
2128000114,Private Data Element Encoding,Measurement,DICOM,DICOM Attributes,,0008030F,19930101,20991231,
2128000115,Private Data Element Definition Sequence,Measurement,DICOM,DICOM Attributes,,00080310,19930101,20991231,
2128000116,Scope of Inventory Sequence,Measurement,DICOM,DICOM Attributes,,00080400,19930101,20991231,
2128000117,Inventory Purpose,Measurement,DICOM,DICOM Attributes,,00080401,19930101,20991231,
2128000118,Inventory Instance Description,Measurement,DICOM,DICOM Attributes,,00080402,19930101,20991231,
2128000119,Inventory Level,Measurement,DICOM,DICOM Attributes,,00080403,19930101,20991231,
2128000120,Item Inventory DateTime,Measurement,DICOM,DICOM Attributes,,00080404,19930101,20991231,
2128000121,Removed from Operational Use,Measurement,DICOM,DICOM Attributes,,00080405,19930101,20991231,
2128000122,Reason for Removal Code Sequence,Measurement,DICOM,DICOM Attributes,,00080406,19930101,20991231,
2128000123,Stored Instance Base URI,Measurement,DICOM,DICOM Attributes,,00080407,19930101,20991231,
2128000124,Folder Access URI,Measurement,DICOM,DICOM Attributes,,00080408,19930101,20991231,
2128000125,File Access URI,Measurement,DICOM,DICOM Attributes,,00080409,19930101,20991231,
2128000126,Container File Type,Measurement,DICOM,DICOM Attributes,,0008040A,19930101,20991231,
2128000127,Filename in Container,Measurement,DICOM,DICOM Attributes,,0008040B,19930101,20991231,
2128000128,File Offset in Container,Measurement,DICOM,DICOM Attributes,,0008040C,19930101,20991231,
2128000129,File Length in Container,Measurement,DICOM,DICOM Attributes,,0008040D,19930101,20991231,
2128000130,Stored Instance Transfer Syntax UID,Measurement,DICOM,DICOM Attributes,,0008040E,19930101,20991231,
2128000131,Extended Matching Mechanisms,Measurement,DICOM,DICOM Attributes,,0008040F,19930101,20991231,
2128000132,Range Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080410,19930101,20991231,
2128000133,List of UID Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080411,19930101,20991231,
2128000134,Empty Value Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080412,19930101,20991231,
2128000135,General Matching Sequence,Measurement,DICOM,DICOM Attributes,,00080413,19930101,20991231,
2128000136,Requested Status Interval,Measurement,DICOM,DICOM Attributes,,00080414,19930101,20991231,
2128000137,Retain Instances,Measurement,DICOM,DICOM Attributes,,00080415,19930101,20991231,
2128000138,Expiration DateTime,Measurement,DICOM,DICOM Attributes,,00080416,19930101,20991231,
2128000139,Transaction Status,Measurement,DICOM,DICOM Attributes,,00080417,19930101,20991231,
2128000140,Transaction Status Comment,Measurement,DICOM,DICOM Attributes,,00080418,19930101,20991231,
2128000141,File Set Access Sequence,Measurement,DICOM,DICOM Attributes,,00080419,19930101,20991231,
2128000142,File Access Sequence,Measurement,DICOM,DICOM Attributes,,0008041A,19930101,20991231,
2128000143,Record Key,Measurement,DICOM,DICOM Attributes,,0008041B,19930101,20991231,
2128000144,Prior Record Key,Measurement,DICOM,DICOM Attributes,,0008041C,19930101,20991231,
2128000145,Metadata Sequence,Measurement,DICOM,DICOM Attributes,,0008041D,19930101,20991231,
2128000146,Updated Metadata Sequence,Measurement,DICOM,DICOM Attributes,,0008041E,19930101,20991231,
2128000147,Study Update DateTime,Measurement,DICOM,DICOM Attributes,,0008041F,19930101,20991231,
2128000148,Inventory Access End Points Sequence,Measurement,DICOM,DICOM Attributes,,00080420,19930101,20991231,
2128000149,Study Access End Points Sequence,Measurement,DICOM,DICOM Attributes,,00080421,19930101,20991231,
2128000150,Incorporated Inventory Instance Sequence,Measurement,DICOM,DICOM Attributes,,00080422,19930101,20991231,
2128000151,Inventoried Studies Sequence,Measurement,DICOM,DICOM Attributes,,00080423,19930101,20991231,
2128000152,Inventoried Series Sequence,Measurement,DICOM,DICOM Attributes,,00080424,19930101,20991231,
2128000153,Inventoried Instances Sequence,Measurement,DICOM,DICOM Attributes,,00080425,19930101,20991231,
2128000154,Inventory Completion Status,Measurement,DICOM,DICOM Attributes,,00080426,19930101,20991231,
2128000155,Number of Study Records in Instance,Measurement,DICOM,DICOM Attributes,,00080427,19930101,20991231,
2128000156,Total Number of Study Records,Measurement,DICOM,DICOM Attributes,,00080428,19930101,20991231,
2128000157,Maximum Number of Records,Measurement,DICOM,DICOM Attributes,,00080429,19930101,20991231,
2128000158,Network ID,Measurement,DICOM,DICOM Attributes,,00081000,19930101,20991231,
2128000159,Station Name,Measurement,DICOM,DICOM Attributes,,00081010,19930101,20991231,
2128000160,Study Description,Measurement,DICOM,DICOM Attributes,,00081030,19930101,20991231,
2128000161,Procedure Code Sequence,Measurement,DICOM,DICOM Attributes,,00081032,19930101,20991231,
2128000162,Series Description,Measurement,DICOM,DICOM Attributes,,0008103E,19930101,20991231,
2128000163,Series Description Code Sequence,Measurement,DICOM,DICOM Attributes,,0008103F,19930101,20991231,
2128000164,Institutional Department Name,Measurement,DICOM,DICOM Attributes,,00081040,19930101,20991231,
2128000165,Institutional Department Type Code Sequence,Measurement,DICOM,DICOM Attributes,,00081041,19930101,20991231,
2128000166,Physician(s) of Record,Measurement,DICOM,DICOM Attributes,,00081048,19930101,20991231,
2128000167,Physician(s) of Record Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081049,19930101,20991231,
2128000168,Performing Physician's Name,Measurement,DICOM,DICOM Attributes,,00081050,19930101,20991231,
2128000169,Performing Physician Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081052,19930101,20991231,
2128000170,Name of Physician(s) Reading Study,Measurement,DICOM,DICOM Attributes,,00081060,19930101,20991231,
2128000171,Physician(s) Reading Study Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081062,19930101,20991231,
2128000172,Operators' Name,Measurement,DICOM,DICOM Attributes,,00081070,19930101,20991231,
2128000173,Operator Identification Sequence,Measurement,DICOM,DICOM Attributes,,00081072,19930101,20991231,
2128000174,Admitting Diagnoses Description,Measurement,DICOM,DICOM Attributes,,00081080,19930101,20991231,
2128000175,Admitting Diagnoses Code Sequence,Measurement,DICOM,DICOM Attributes,,00081084,19930101,20991231,
2128000176,Pyramid Description,Measurement,DICOM,DICOM Attributes,,00081088,19930101,20991231,
2128000177,Manufacturer's Model Name,Measurement,DICOM,DICOM Attributes,,00081090,19930101,20991231,
2128000178,Referenced Results Sequence,Measurement,DICOM,DICOM Attributes,,00081100,19930101,20991231,
2128000179,Referenced Study Sequence,Measurement,DICOM,DICOM Attributes,,00081110,19930101,20991231,
2128000180,Referenced Performed Procedure Step Sequence,Measurement,DICOM,DICOM Attributes,,00081111,19930101,20991231,
2128000181,Referenced Instances by SOP Class Sequence,Measurement,DICOM,DICOM Attributes,,00081112,19930101,20991231,
2128000182,Referenced Series Sequence,Measurement,DICOM,DICOM Attributes,,00081115,19930101,20991231,
2128000183,Referenced Patient Sequence,Measurement,DICOM,DICOM Attributes,,00081120,19930101,20991231,
2128000184,Referenced Visit Sequence,Measurement,DICOM,DICOM Attributes,,00081125,19930101,20991231,
2128000185,Referenced Overlay Sequence,Measurement,DICOM,DICOM Attributes,,00081130,19930101,20991231,
2128000186,Referenced Stereometric Instance Sequence,Measurement,DICOM,DICOM Attributes,,00081134,19930101,20991231,
2128000187,Referenced Waveform Sequence,Measurement,DICOM,DICOM Attributes,,0008113A,19930101,20991231,
2128000188,Referenced Image Sequence,Measurement,DICOM,DICOM Attributes,,00081140,19930101,20991231,
2128000189,Referenced Curve Sequence,Measurement,DICOM,DICOM Attributes,,00081145,19930101,20991231,
2128000190,Referenced Instance Sequence,Measurement,DICOM,DICOM Attributes,,0008114A,19930101,20991231,
2128000191,Referenced Real World Value Mapping Instance Sequence,Measurement,DICOM,DICOM Attributes,,0008114B,19930101,20991231,
2128000192,Referenced Segmentation Sequence,Measurement,DICOM,DICOM Attributes,,0008114C,19930101,20991231,
2128000193,Referenced SOP Class UID,Measurement,DICOM,DICOM Attributes,,00081150,19930101,20991231,
2128000194,Referenced SOP Instance UID,Measurement,DICOM,DICOM Attributes,,00081155,19930101,20991231,
2128000195,Definition Source Sequence,Measurement,DICOM,DICOM Attributes,,00081156,19930101,20991231,
2128000196,SOP Classes Supported,Measurement,DICOM,DICOM Attributes,,0008115A,19930101,20991231,
2128000197,Referenced Frame Number,Measurement,DICOM,DICOM Attributes,,00081160,19930101,20991231,
2128000198,Simple Frame List,Measurement,DICOM,DICOM Attributes,,00081161,19930101,20991231,
2128000199,Calculated Frame List,Measurement,DICOM,DICOM Attributes,,00081162,19930101,20991231,
2128000200,Time Range,Measurement,DICOM,DICOM Attributes,,00081163,19930101,20991231,
2128000201,Frame Extraction Sequence,Measurement,DICOM,DICOM Attributes,,00081164,19930101,20991231,
2128000202,Multi-frame Source SOP Instance UID,Measurement,DICOM,DICOM Attributes,,00081167,19930101,20991231,
2128000203,Retrieve URL,Measurement,DICOM,DICOM Attributes,,00081190,19930101,20991231,
2128000204,Transaction UID,Measurement,DICOM,DICOM Attributes,,00081195,19930101,20991231,
2128000205,Warning Reason,Measurement,DICOM,DICOM Attributes,,00081196,19930101,20991231,
2128000206,Failure Reason,Measurement,DICOM,DICOM Attributes,,00081197,19930101,20991231,
2128000207,Failed SOP Sequence,Measurement,DICOM,DICOM Attributes,,00081198,19930101,20991231,
2128000208,Referenced SOP Sequence,Measurement,DICOM,DICOM Attributes,,00081199,19930101,20991231,
2128000209,Other Failures Sequence,Measurement,DICOM,DICOM Attributes,,0008119A,19930101,20991231,
2128000210,Failed Study Sequence,Measurement,DICOM,DICOM Attributes,,0008119B,19930101,20991231,
2128000211,Studies Containing Other Referenced Instances Sequence,Measurement,DICOM,DICOM Attributes,,00081200,19930101,20991231,
2128000212,Related Series Sequence,Measurement,DICOM,DICOM Attributes,,00081250,19930101,20991231,
2128000213,Lossy Image Compression (Retired),Measurement,DICOM,DICOM Attributes,,00082110,19930101,20991231,
2128000214,Derivation Description,Measurement,DICOM,DICOM Attributes,,00082111,19930101,20991231,
2128000215,Source Image Sequence,Measurement,DICOM,DICOM Attributes,,00082112,19930101,20991231,
2128000216,Stage Name,Measurement,DICOM,DICOM Attributes,,00082120,19930101,20991231,
2128000217,Stage Number,Measurement,DICOM,DICOM Attributes,,00082122,19930101,20991231,
2128000218,Number of Stages,Measurement,DICOM,DICOM Attributes,,00082124,19930101,20991231,
2128000219,View Name,Measurement,DICOM,DICOM Attributes,,00082127,19930101,20991231,
2128000220,View Number,Measurement,DICOM,DICOM Attributes,,00082128,19930101,20991231,
2128000221,Number of Event Timers,Measurement,DICOM,DICOM Attributes,,00082129,19930101,20991231,
2128000222,Number of Views in Stage,Measurement,DICOM,DICOM Attributes,,0008212A,19930101,20991231,
2128000223,Event Elapsed Time(s),Measurement,DICOM,DICOM Attributes,,00082130,19930101,20991231,
2128000224,Event Timer Name(s),Measurement,DICOM,DICOM Attributes,,00082132,19930101,20991231,
2128000225,Event Timer Sequence,Measurement,DICOM,DICOM Attributes,,00082133,19930101,20991231,
2128000226,Event Time Offset,Measurement,DICOM,DICOM Attributes,,00082134,19930101,20991231,
2128000227,Event Code Sequence,Measurement,DICOM,DICOM Attributes,,00082135,19930101,20991231,
2128000228,Start Trim,Measurement,DICOM,DICOM Attributes,,00082142,19930101,20991231,
2128000229,Stop Trim,Measurement,DICOM,DICOM Attributes,,00082143,19930101,20991231,
2128000230,Recommended Display Frame Rate,Measurement,DICOM,DICOM Attributes,,00082144,19930101,20991231,
2128000231,Transducer Position,Measurement,DICOM,DICOM Attributes,,00082200,19930101,20991231,
2128000232,Transducer Orientation,Measurement,DICOM,DICOM Attributes,,00082204,19930101,20991231,
2128000233,Anatomic Structure,Measurement,DICOM,DICOM Attributes,,00082208,19930101,20991231,
2128000234,Anatomic Region Sequence,Measurement,DICOM,DICOM Attributes,,00082218,19930101,20991231,
2128000235,Anatomic Region Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082220,19930101,20991231,
2128000236,Primary Anatomic Structure Sequence,Measurement,DICOM,DICOM Attributes,,00082228,19930101,20991231,
2128000237,"Anatomic Structure, Space or Region Sequence",Measurement,DICOM,DICOM Attributes,,00082229,19930101,20991231,
2128000238,Primary Anatomic Structure Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082230,19930101,20991231,
2128000239,Transducer Position Sequence,Measurement,DICOM,DICOM Attributes,,00082240,19930101,20991231,
2128000240,Transducer Position Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082242,19930101,20991231,
2128000241,Transducer Orientation Sequence,Measurement,DICOM,DICOM Attributes,,00082244,19930101,20991231,
2128000242,Transducer Orientation Modifier Sequence,Measurement,DICOM,DICOM Attributes,,00082246,19930101,20991231,
2128000243,Anatomic Structure Space Or Region Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082251,19930101,20991231,
2128000244,Anatomic Portal Of Entrance Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082253,19930101,20991231,
2128000245,Anatomic Approach Direction Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082255,19930101,20991231,
2128000246,Anatomic Perspective Description (Trial),Measurement,DICOM,DICOM Attributes,,00082256,19930101,20991231,
2128000247,Anatomic Perspective Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082257,19930101,20991231,
2128000248,Anatomic Location Of Examining Instrument Description (Trial),Measurement,DICOM,DICOM Attributes,,00082258,19930101,20991231,
2128000249,Anatomic Location Of Examining Instrument Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,00082259,19930101,20991231,
2128000250,Anatomic Structure Space Or Region Modifier Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,0008225A,19930101,20991231,
2128000251,On Axis Background Anatomic Structure Code Sequence (Trial),Measurement,DICOM,DICOM Attributes,,0008225C,19930101,20991231,
2128000252,Alternate Representation Sequence,Measurement,DICOM,DICOM Attributes,,00083001,19930101,20991231,
2128000253,Available Transfer Syntax UID,Measurement,DICOM,DICOM Attributes,,00083002,19930101,20991231,
2128000254,Irradiation Event UID,Measurement,DICOM,DICOM Attributes,,00083010,19930101,20991231,
2128000255,Source Irradiation Event Sequence,Measurement,DICOM,DICOM Attributes,,00083011,19930101,20991231,
2128000256,Radiopharmaceutical Administration Event UID,Measurement,DICOM,DICOM Attributes,,00083012,19930101,20991231,
2128000257,Identifying Comments,Measurement,DICOM,DICOM Attributes,,00084000,19930101,20991231,
2128000258,Frame Type,Measurement,DICOM,DICOM Attributes,,00089007,19930101,20991231,
2128000259,Referenced Image Evidence Sequence,Measurement,DICOM,DICOM Attributes,,00089092,19930101,20991231,
2128000260,Referenced Raw Data Sequence,Measurement,DICOM,DICOM Attributes,,00089121,19930101,20991231,
2128000261,Creator-Version UID,Measurement,DICOM,DICOM Attributes,,00089123,19930101,20991231,
2128000262,Derivation Image Sequence,Measurement,DICOM,DICOM Attributes,,00089124,19930101,20991231,
2128000263,Source Image Evidence Sequence,Measurement,DICOM,DICOM Attributes,,00089154,19930101,20991231,
2128000264,Pixel Presentation,Measurement,DICOM,DICOM Attributes,,00089205,19930101,20991231,
2128000265,Volumetric Properties,Measurement,DICOM,DICOM Attributes,,00089206,19930101,20991231,
2128000266,Volume Based Calculation Technique,Measurement,DICOM,DICOM Attributes,,00089207,19930101,20991231,
2128000267,Complex Image Component,Measurement,DICOM,DICOM Attributes,,00089208,19930101,20991231,
2128000268,Acquisition Contrast,Measurement,DICOM,DICOM Attributes,,00089209,19930101,20991231,
2128000269,Derivation Code Sequence,Measurement,DICOM,DICOM Attributes,,00089215,19930101,20991231,
2128000270,Referenced Presentation State Sequence,Measurement,DICOM,DICOM Attributes,,00089237,19930101,20991231,
2128000271,Referenced Other Plane Sequence,Measurement,DICOM,DICOM Attributes,,00089410,19930101,20991231,
2128000272,Frame Display Sequence,Measurement,DICOM,DICOM Attributes,,00089458,19930101,20991231,
2128000273,Recommended Display Frame Rate in Float,Measurement,DICOM,DICOM Attributes,,00089459,19930101,20991231,
2128000274,Skip Frame Range Flag,Measurement,DICOM,DICOM Attributes,,00089460,19930101,20991231,
2128000275,Patient's Name,Measurement,DICOM,DICOM Attributes,,00100010,19930101,20991231,
2128000276,Patient ID,Measurement,DICOM,DICOM Attributes,,00100020,19930101,20991231,
2128000277,Issuer of Patient ID,Measurement,DICOM,DICOM Attributes,,00100021,19930101,20991231,
2128000278,Type of Patient ID,Measurement,DICOM,DICOM Attributes,,00100022,19930101,20991231,
2128000279,Issuer of Patient ID Qualifiers Sequence,Measurement,DICOM,DICOM Attributes,,00100024,19930101,20991231,
2128000280,Source Patient Group Identification Sequence,Measurement,DICOM,DICOM Attributes,,00100026,19930101,20991231,
2128000281,Group of Patients Identification Sequence,Measurement,DICOM,DICOM Attributes,,00100027,19930101,20991231,
2128000282,Subject Relative Position in Image,Measurement,DICOM,DICOM Attributes,,00100028,19930101,20991231,
2128000283,Patient's Birth Date,Measurement,DICOM,DICOM Attributes,,00100030,19930101,20991231,
2128000284,Patient's Birth Time,Measurement,DICOM,DICOM Attributes,,00100032,19930101,20991231,
2128000285,Patient's Birth Date in Alternative Calendar,Measurement,DICOM,DICOM Attributes,,00100033,19930101,20991231,
2128000286,Patient's Death Date in Alternative Calendar,Measurement,DICOM,DICOM Attributes,,00100034,19930101,20991231,
2128000287,Patient's Alternative Calendar,Measurement,DICOM,DICOM Attributes,,00100035,19930101,20991231,
2128000288,Patient's Sex,Measurement,DICOM,DICOM Attributes,,00100040,19930101,20991231,
2128000289,Patient's Insurance Plan Code Sequence,Measurement,DICOM,DICOM Attributes,,00100050,19930101,20991231,
2128000290,Patient's Primary Language Code Sequence,Measurement,DICOM,DICOM Attributes,,00100101,19930101,20991231,
2128000291,Patient's Primary Language Modifier Code Sequence,Measurement,DICOM,DICOM Attributes,,00100102,19930101,20991231,
